C:\interview\dataset\training_data\images\0000989556.png,210,45,497,113,header
C:\interview\dataset\training_data\images\0000989556.png,145,141,208,154,answer
C:\interview\dataset\training_data\images\0000989556.png,419,129,518,144,answer
C:\interview\dataset\training_data\images\0000989556.png,349,169,500,182,question
C:\interview\dataset\training_data\images\0000989556.png,75,156,202,168,question
C:\interview\dataset\training_data\images\0000989556.png,73,211,191,225,header
C:\interview\dataset\training_data\images\0000989556.png,73,240,247,253,header
C:\interview\dataset\training_data\images\0000989556.png,73,266,249,280,question
C:\interview\dataset\training_data\images\0000989556.png,72,280,203,291,question
C:\interview\dataset\training_data\images\0000989556.png,72,295,203,305,question
C:\interview\dataset\training_data\images\0000989556.png,73,305,329,320,question
C:\interview\dataset\training_data\images\0000989556.png,72,320,317,332,question
C:\interview\dataset\training_data\images\0000989556.png,70,334,240,346,question
C:\interview\dataset\training_data\images\0000989556.png,72,347,287,361,question
C:\interview\dataset\training_data\images\0000989556.png,73,362,274,374,question
C:\interview\dataset\training_data\images\0000989556.png,67,377,175,387,question
C:\interview\dataset\training_data\images\0000989556.png,72,391,300,402,question
C:\interview\dataset\training_data\images\0000989556.png,75,404,280,417,question
C:\interview\dataset\training_data\images\0000989556.png,73,419,238,431,question
C:\interview\dataset\training_data\images\0000989556.png,350,268,395,280,answer
C:\interview\dataset\training_data\images\0000989556.png,347,280,395,293,answer
C:\interview\dataset\training_data\images\0000989556.png,349,296,396,307,answer
C:\interview\dataset\training_data\images\0000989556.png,347,308,397,320,answer
C:\interview\dataset\training_data\images\0000989556.png,346,322,397,334,answer
C:\interview\dataset\training_data\images\0000989556.png,343,337,393,347,answer
C:\interview\dataset\training_data\images\0000989556.png,349,349,395,361,answer
C:\interview\dataset\training_data\images\0000989556.png,343,362,394,374,answer
C:\interview\dataset\training_data\images\0000989556.png,350,377,396,391,answer
C:\interview\dataset\training_data\images\0000989556.png,349,392,395,402,answer
C:\interview\dataset\training_data\images\0000989556.png,343,404,386,416,answer
C:\interview\dataset\training_data\images\0000989556.png,347,416,386,430,answer
C:\interview\dataset\training_data\images\0000989556.png,407,265,513,280,question
C:\interview\dataset\training_data\images\0000989556.png,551,266,640,281,answer
C:\interview\dataset\training_data\images\0000989556.png,557,295,636,308,answer
C:\interview\dataset\training_data\images\0000989556.png,555,320,636,335,answer
C:\interview\dataset\training_data\images\0000989556.png,404,320,552,334,question
C:\interview\dataset\training_data\images\0000989556.png,404,295,515,308,question
C:\interview\dataset\training_data\images\0000989556.png,75,445,293,460,question
C:\interview\dataset\training_data\images\0000989556.png,73,473,172,486,header
C:\interview\dataset\training_data\images\0000989556.png,72,501,216,513,question
C:\interview\dataset\training_data\images\0000989556.png,222,516,323,525,answer
C:\interview\dataset\training_data\images\0000989556.png,72,528,204,554,question
C:\interview\dataset\training_data\images\0000989556.png,75,570,196,582,question
C:\interview\dataset\training_data\images\0000989556.png,213,572,324,584,answer
C:\interview\dataset\training_data\images\0000989556.png,73,585,163,595,question
C:\interview\dataset\training_data\images\0000989556.png,73,596,169,608,question
C:\interview\dataset\training_data\images\0000989556.png,234,612,359,625,answer
C:\interview\dataset\training_data\images\0000989556.png,229,584,366,597,answer
C:\interview\dataset\training_data\images\0000989556.png,229,599,358,612,answer
C:\interview\dataset\training_data\images\0000989556.png,73,638,301,651,other
C:\interview\dataset\training_data\images\0000989556.png,377,488,456,502,question
C:\interview\dataset\training_data\images\0000989556.png,376,501,521,514,question
C:\interview\dataset\training_data\images\0000989556.png,527,501,585,514,answer
C:\interview\dataset\training_data\images\0000989556.png,418,515,580,525,answer
C:\interview\dataset\training_data\images\0000989556.png,374,543,521,556,header
C:\interview\dataset\training_data\images\0000989556.png,377,585,482,597,question
C:\interview\dataset\training_data\images\0000989556.png,510,614,636,624,answer
C:\interview\dataset\training_data\images\0000989556.png,510,599,630,611,answer
C:\interview\dataset\training_data\images\0000989556.png,299,656,388,666,question
C:\interview\dataset\training_data\images\0000989556.png,419,656,544,668,answer
C:\interview\dataset\training_data\images\0000989556.png,419,680,498,693,answer
C:\interview\dataset\training_data\images\0000989556.png,299,710,388,721,question
C:\interview\dataset\training_data\images\0000989556.png,391,723,627,762,answer
C:\interview\dataset\training_data\images\0000989556.png,139,747,226,764,answer
C:\interview\dataset\training_data\images\0000989556.png,410,778,493,792,answer
C:\interview\dataset\training_data\images\0000990274.png,61,207,97,221,question
C:\interview\dataset\training_data\images\0000990274.png,61,235,129,249,question
C:\interview\dataset\training_data\images\0000990274.png,134,236,156,250,question
C:\interview\dataset\training_data\images\0000990274.png,60,261,138,276,question
C:\interview\dataset\training_data\images\0000990274.png,59,320,119,337,question
C:\interview\dataset\training_data\images\0000990274.png,59,348,119,363,question
C:\interview\dataset\training_data\images\0000990274.png,191,321,247,335,answer
C:\interview\dataset\training_data\images\0000990274.png,56,549,80,562,question
C:\interview\dataset\training_data\images\0000990274.png,56,591,92,604,question
C:\interview\dataset\training_data\images\0000990274.png,54,626,100,639,question
C:\interview\dataset\training_data\images\0000990274.png,501,839,623,871,other
C:\interview\dataset\training_data\images\0000990274.png,527,162,621,189,question
C:\interview\dataset\training_data\images\0000990274.png,214,94,455,140,header
C:\interview\dataset\training_data\images\0000990274.png,563,11,667,51,other
C:\interview\dataset\training_data\images\0000990274.png,60,177,149,192,question
C:\interview\dataset\training_data\images\0000990274.png,196,177,232,194,answer
C:\interview\dataset\training_data\images\0000990274.png,191,207,299,222,answer
C:\interview\dataset\training_data\images\0000990274.png,193,221,346,252,answer
C:\interview\dataset\training_data\images\0000990274.png,74,292,164,307,question
C:\interview\dataset\training_data\images\0000990274.png,191,292,296,308,answer
C:\interview\dataset\training_data\images\0000990274.png,193,348,422,365,answer
C:\interview\dataset\training_data\images\0000990274.png,59,377,167,393,question
C:\interview\dataset\training_data\images\0000990274.png,168,404,527,437,answer
C:\interview\dataset\training_data\images\0000990274.png,56,462,153,477,question
C:\interview\dataset\training_data\images\0000990274.png,183,465,416,540,answer
C:\interview\dataset\training_data\images\0000990274.png,182,626,575,641,answer
C:\interview\dataset\training_data\images\0000990274.png,180,652,547,681,answer
C:\interview\dataset\training_data\images\0000990274.png,179,697,532,740,answer
C:\interview\dataset\training_data\images\0000990274.png,53,751,101,767,other
C:\interview\dataset\training_data\images\0000990274.png,53,796,115,824,other
C:\interview\dataset\training_data\images\0000990274.png,531,193,623,248,answer
C:\interview\dataset\training_data\images\0000999294.png,60,121,127,135,question
C:\interview\dataset\training_data\images\0000999294.png,59,152,118,166,question
C:\interview\dataset\training_data\images\0000999294.png,57,237,154,251,question
C:\interview\dataset\training_data\images\0000999294.png,473,218,502,235,question
C:\interview\dataset\training_data\images\0000999294.png,473,235,501,249,answer
C:\interview\dataset\training_data\images\0000999294.png,518,219,550,233,question
C:\interview\dataset\training_data\images\0000999294.png,520,235,547,252,answer
C:\interview\dataset\training_data\images\0000999294.png,567,221,613,235,question
C:\interview\dataset\training_data\images\0000999294.png,571,232,605,246,answer
C:\interview\dataset\training_data\images\0000999294.png,637,223,676,237,question
C:\interview\dataset\training_data\images\0000999294.png,645,276,672,291,answer
C:\interview\dataset\training_data\images\0000999294.png,54,353,151,370,question
C:\interview\dataset\training_data\images\0000999294.png,215,429,262,444,question
C:\interview\dataset\training_data\images\0000999294.png,380,430,401,441,answer
C:\interview\dataset\training_data\images\0000999294.png,459,428,472,442,answer
C:\interview\dataset\training_data\images\0000999294.png,527,430,549,439,answer
C:\interview\dataset\training_data\images\0000999294.png,596,429,616,441,answer
C:\interview\dataset\training_data\images\0000999294.png,656,430,677,442,answer
C:\interview\dataset\training_data\images\0000999294.png,660,458,677,473,answer
C:\interview\dataset\training_data\images\0000999294.png,601,458,614,475,answer
C:\interview\dataset\training_data\images\0000999294.png,531,456,545,473,answer
C:\interview\dataset\training_data\images\0000999294.png,459,459,474,474,answer
C:\interview\dataset\training_data\images\0000999294.png,383,460,400,474,answer
C:\interview\dataset\training_data\images\0000999294.png,373,478,399,497,answer
C:\interview\dataset\training_data\images\0000999294.png,452,480,477,494,answer
C:\interview\dataset\training_data\images\0000999294.png,521,479,552,492,answer
C:\interview\dataset\training_data\images\0000999294.png,590,480,618,495,answer
C:\interview\dataset\training_data\images\0000999294.png,653,479,677,493,answer
C:\interview\dataset\training_data\images\0000999294.png,13,522,110,533,question
C:\interview\dataset\training_data\images\0000999294.png,380,399,421,412,answer
C:\interview\dataset\training_data\images\0000999294.png,455,397,497,414,answer
C:\interview\dataset\training_data\images\0000999294.png,532,399,551,413,answer
C:\interview\dataset\training_data\images\0000999294.png,599,396,637,411,answer
C:\interview\dataset\training_data\images\0000999294.png,660,396,677,411,answer
C:\interview\dataset\training_data\images\0000999294.png,317,355,344,372,other
C:\interview\dataset\training_data\images\0000999294.png,167,525,206,539,header
C:\interview\dataset\training_data\images\0000999294.png,284,520,318,537,question
C:\interview\dataset\training_data\images\0000999294.png,381,519,431,537,header
C:\interview\dataset\training_data\images\0000999294.png,613,518,637,535,header
C:\interview\dataset\training_data\images\0000999294.png,144,547,170,565,question
C:\interview\dataset\training_data\images\0000999294.png,191,545,241,563,question
C:\interview\dataset\training_data\images\0000999294.png,259,547,283,562,answer
C:\interview\dataset\training_data\images\0000999294.png,309,544,355,564,question
C:\interview\dataset\training_data\images\0000999294.png,370,546,391,559,question
C:\interview\dataset\training_data\images\0000999294.png,414,546,460,560,question
C:\interview\dataset\training_data\images\0000999294.png,481,547,505,560,question
C:\interview\dataset\training_data\images\0000999294.png,531,546,578,559,question
C:\interview\dataset\training_data\images\0000999294.png,591,547,613,558,question
C:\interview\dataset\training_data\images\0000999294.png,639,545,684,557,question
C:\interview\dataset\training_data\images\0000999294.png,366,577,398,592,answer
C:\interview\dataset\training_data\images\0000999294.png,320,579,351,594,answer
C:\interview\dataset\training_data\images\0000999294.png,254,577,295,591,answer
C:\interview\dataset\training_data\images\0000999294.png,205,579,237,594,answer
C:\interview\dataset\training_data\images\0000999294.png,140,577,197,594,answer
C:\interview\dataset\training_data\images\0000999294.png,140,608,191,622,answer
C:\interview\dataset\training_data\images\0000999294.png,139,638,191,653,answer
C:\interview\dataset\training_data\images\0000999294.png,142,670,199,685,answer
C:\interview\dataset\training_data\images\0000999294.png,139,700,193,713,answer
C:\interview\dataset\training_data\images\0000999294.png,142,730,197,745,answer
C:\interview\dataset\training_data\images\0000999294.png,134,765,176,780,answer
C:\interview\dataset\training_data\images\0000999294.png,202,608,237,623,answer
C:\interview\dataset\training_data\images\0000999294.png,250,607,296,624,answer
C:\interview\dataset\training_data\images\0000999294.png,246,640,304,654,answer
C:\interview\dataset\training_data\images\0000999294.png,204,643,241,655,answer
C:\interview\dataset\training_data\images\0000999294.png,200,669,240,688,answer
C:\interview\dataset\training_data\images\0000999294.png,248,670,308,688,answer
C:\interview\dataset\training_data\images\0000999294.png,248,696,301,715,answer
C:\interview\dataset\training_data\images\0000999294.png,200,697,239,716,answer
C:\interview\dataset\training_data\images\0000999294.png,202,730,239,750,answer
C:\interview\dataset\training_data\images\0000999294.png,197,761,241,780,answer
C:\interview\dataset\training_data\images\0000999294.png,246,762,279,777,answer
C:\interview\dataset\training_data\images\0000999294.png,249,730,302,744,answer
C:\interview\dataset\training_data\images\0000999294.png,321,669,353,689,answer
C:\interview\dataset\training_data\images\0000999294.png,321,698,350,715,answer
C:\interview\dataset\training_data\images\0000999294.png,320,731,353,748,answer
C:\interview\dataset\training_data\images\0000999294.png,314,759,356,780,answer
C:\interview\dataset\training_data\images\0000999294.png,363,763,397,778,answer
C:\interview\dataset\training_data\images\0000999294.png,360,732,398,746,answer
C:\interview\dataset\training_data\images\0000999294.png,363,695,402,714,answer
C:\interview\dataset\training_data\images\0000999294.png,364,666,408,684,answer
C:\interview\dataset\training_data\images\0000999294.png,363,637,414,655,answer
C:\interview\dataset\training_data\images\0000999294.png,364,607,404,624,answer
C:\interview\dataset\training_data\images\0000999294.png,318,610,350,624,answer
C:\interview\dataset\training_data\images\0000999294.png,316,643,351,657,answer
C:\interview\dataset\training_data\images\0000999294.png,427,575,460,590,answer
C:\interview\dataset\training_data\images\0000999294.png,427,608,460,625,answer
C:\interview\dataset\training_data\images\0000999294.png,423,636,465,656,answer
C:\interview\dataset\training_data\images\0000999294.png,427,671,460,685,answer
C:\interview\dataset\training_data\images\0000999294.png,422,696,463,715,answer
C:\interview\dataset\training_data\images\0000999294.png,425,732,459,749,answer
C:\interview\dataset\training_data\images\0000999294.png,427,764,459,778,answer
C:\interview\dataset\training_data\images\0000999294.png,473,574,524,589,answer
C:\interview\dataset\training_data\images\0000999294.png,472,606,516,621,answer
C:\interview\dataset\training_data\images\0000999294.png,475,639,528,654,answer
C:\interview\dataset\training_data\images\0000999294.png,474,667,527,687,answer
C:\interview\dataset\training_data\images\0000999294.png,474,695,524,714,answer
C:\interview\dataset\training_data\images\0000999294.png,474,728,525,748,answer
C:\interview\dataset\training_data\images\0000999294.png,476,765,518,777,answer
C:\interview\dataset\training_data\images\0000999294.png,539,577,576,591,answer
C:\interview\dataset\training_data\images\0000999294.png,541,607,574,621,answer
C:\interview\dataset\training_data\images\0000999294.png,545,638,578,656,answer
C:\interview\dataset\training_data\images\0000999294.png,540,667,574,687,answer
C:\interview\dataset\training_data\images\0000999294.png,542,697,574,715,answer
C:\interview\dataset\training_data\images\0000999294.png,546,732,571,749,answer
C:\interview\dataset\training_data\images\0000999294.png,544,761,573,781,answer
C:\interview\dataset\training_data\images\0000999294.png,590,574,623,589,answer
C:\interview\dataset\training_data\images\0000999294.png,590,607,625,620,answer
C:\interview\dataset\training_data\images\0000999294.png,590,638,640,652,answer
C:\interview\dataset\training_data\images\0000999294.png,592,672,636,684,answer
C:\interview\dataset\training_data\images\0000999294.png,592,692,636,713,answer
C:\interview\dataset\training_data\images\0000999294.png,591,730,629,747,answer
C:\interview\dataset\training_data\images\0000999294.png,587,763,620,777,answer
C:\interview\dataset\training_data\images\0000999294.png,645,574,684,591,answer
C:\interview\dataset\training_data\images\0000999294.png,639,607,677,619,answer
C:\interview\dataset\training_data\images\0000999294.png,644,640,681,652,answer
C:\interview\dataset\training_data\images\0000999294.png,646,670,677,683,answer
C:\interview\dataset\training_data\images\0000999294.png,642,697,679,715,answer
C:\interview\dataset\training_data\images\0000999294.png,637,729,676,747,answer
C:\interview\dataset\training_data\images\0000999294.png,643,762,675,776,answer
C:\interview\dataset\training_data\images\0000999294.png,550,883,675,904,other
C:\interview\dataset\training_data\images\0000999294.png,113,829,163,843,other
C:\interview\dataset\training_data\images\0000999294.png,107,848,180,859,other
C:\interview\dataset\training_data\images\0000999294.png,101,861,191,875,other
C:\interview\dataset\training_data\images\0000999294.png,45,795,113,808,other
C:\interview\dataset\training_data\images\0000999294.png,116,795,163,809,other
C:\interview\dataset\training_data\images\0000999294.png,156,794,216,808,other
C:\interview\dataset\training_data\images\0000999294.png,213,794,228,808,other
C:\interview\dataset\training_data\images\0000999294.png,228,796,305,808,other
C:\interview\dataset\training_data\images\0000999294.png,303,790,323,803,other
C:\interview\dataset\training_data\images\0000999294.png,328,792,349,805,other
C:\interview\dataset\training_data\images\0000999294.png,354,792,382,807,other
C:\interview\dataset\training_data\images\0000999294.png,384,794,441,805,other
C:\interview\dataset\training_data\images\0000999294.png,441,794,460,805,other
C:\interview\dataset\training_data\images\0000999294.png,465,792,489,805,other
C:\interview\dataset\training_data\images\0000999294.png,491,791,548,805,other
C:\interview\dataset\training_data\images\0000999294.png,546,789,580,806,other
C:\interview\dataset\training_data\images\0000999294.png,579,792,621,805,other
C:\interview\dataset\training_data\images\0000999294.png,624,789,663,806,other
C:\interview\dataset\training_data\images\0000999294.png,8,790,42,808,other
C:\interview\dataset\training_data\images\0000999294.png,60,60,231,89,header
C:\interview\dataset\training_data\images\0000999294.png,493,39,563,56,answer
C:\interview\dataset\training_data\images\0000999294.png,488,55,559,69,answer
C:\interview\dataset\training_data\images\0000999294.png,486,73,538,86,answer
C:\interview\dataset\training_data\images\0000999294.png,441,42,485,56,question
C:\interview\dataset\training_data\images\0000999294.png,408,58,484,73,question
C:\interview\dataset\training_data\images\0000999294.png,429,73,484,88,question
C:\interview\dataset\training_data\images\0000999294.png,185,113,493,134,answer
C:\interview\dataset\training_data\images\0000999294.png,182,140,582,188,answer
C:\interview\dataset\training_data\images\0000999294.png,189,197,313,215,answer
C:\interview\dataset\training_data\images\0000999294.png,58,205,153,219,question
C:\interview\dataset\training_data\images\0000999294.png,165,233,254,250,answer
C:\interview\dataset\training_data\images\0000999294.png,167,275,255,296,other
C:\interview\dataset\training_data\images\0000999294.png,265,232,452,266,question
C:\interview\dataset\training_data\images\0000999294.png,644,236,677,248,answer
C:\interview\dataset\training_data\images\0000999294.png,574,274,607,291,answer
C:\interview\dataset\training_data\images\0000999294.png,521,275,545,292,answer
C:\interview\dataset\training_data\images\0000999294.png,473,275,500,289,answer
C:\interview\dataset\training_data\images\0000999294.png,267,289,665,320,other
C:\interview\dataset\training_data\images\0000999294.png,269,275,443,291,question
C:\interview\dataset\training_data\images\0000999294.png,458,328,608,343,other
C:\interview\dataset\training_data\images\0000999294.png,375,343,413,372,question
C:\interview\dataset\training_data\images\0000999294.png,448,343,483,373,question
C:\interview\dataset\training_data\images\0000999294.png,512,343,558,374,question
C:\interview\dataset\training_data\images\0000999294.png,586,342,625,368,question
C:\interview\dataset\training_data\images\0000999294.png,649,343,682,371,question
C:\interview\dataset\training_data\images\0000999294.png,215,396,298,415,question
C:\interview\dataset\training_data\images\0000999294.png,210,458,310,476,question
C:\interview\dataset\training_data\images\0000999294.png,506,518,542,537,header
C:\interview\dataset\training_data\images\0000999294.png,15,574,121,605,question
C:\interview\dataset\training_data\images\0000999294.png,14,607,119,635,question
C:\interview\dataset\training_data\images\0000999294.png,12,633,118,666,question
C:\interview\dataset\training_data\images\0000999294.png,14,669,126,698,question
C:\interview\dataset\training_data\images\0000999294.png,13,698,98,727,question
C:\interview\dataset\training_data\images\0000999294.png,11,730,118,760,question
C:\interview\dataset\training_data\images\0000999294.png,13,765,109,793,question
C:\interview\dataset\training_data\images\0000999294.png,195,829,394,843,question
C:\interview\dataset\training_data\images\0000999294.png,401,827,598,845,answer
C:\interview\dataset\training_data\images\0000999294.png,403,843,596,862,answer
C:\interview\dataset\training_data\images\0000999294.png,399,856,582,881,answer
C:\interview\dataset\training_data\images\0000999294.png,193,846,364,863,question
C:\interview\dataset\training_data\images\0000999294.png,198,862,389,879,question
C:\interview\dataset\training_data\images\0001118259.png,221,71,264,89,header
C:\interview\dataset\training_data\images\0001118259.png,221,41,263,70,other
C:\interview\dataset\training_data\images\0001118259.png,377,366,416,380,answer
C:\interview\dataset\training_data\images\0001118259.png,697,796,721,927,other
C:\interview\dataset\training_data\images\0001118259.png,511,50,730,82,other
C:\interview\dataset\training_data\images\0001118259.png,601,84,678,95,question
C:\interview\dataset\training_data\images\0001118259.png,254,154,510,194,header
C:\interview\dataset\training_data\images\0001118259.png,148,253,331,274,question
C:\interview\dataset\training_data\images\0001118259.png,412,257,609,278,question
C:\interview\dataset\training_data\images\0001118259.png,108,282,286,305,answer
C:\interview\dataset\training_data\images\0001118259.png,108,328,256,349,answer
C:\interview\dataset\training_data\images\0001118259.png,105,406,306,428,answer
C:\interview\dataset\training_data\images\0001118259.png,102,542,243,559,answer
C:\interview\dataset\training_data\images\0001118259.png,101,588,244,605,answer
C:\interview\dataset\training_data\images\0001118259.png,99,634,308,654,answer
C:\interview\dataset\training_data\images\0001118259.png,98,742,280,761,answer
C:\interview\dataset\training_data\images\0001118259.png,378,291,522,307,answer
C:\interview\dataset\training_data\images\0001118259.png,378,337,523,354,answer
C:\interview\dataset\training_data\images\0001118259.png,377,411,430,429,answer
C:\interview\dataset\training_data\images\0001118259.png,378,439,441,457,answer
C:\interview\dataset\training_data\images\0001118259.png,376,471,440,486,answer
C:\interview\dataset\training_data\images\0001118259.png,376,500,434,517,answer
C:\interview\dataset\training_data\images\0001118259.png,374,547,411,564,answer
C:\interview\dataset\training_data\images\0001118259.png,374,594,425,609,answer
C:\interview\dataset\training_data\images\0001118259.png,374,638,494,656,answer
C:\interview\dataset\training_data\images\0001118259.png,372,670,433,684,answer
C:\interview\dataset\training_data\images\0001118259.png,372,700,431,716,answer
C:\interview\dataset\training_data\images\0001118259.png,370,747,491,765,answer
C:\interview\dataset\training_data\images\0001118259.png,370,778,417,793,answer
C:\interview\dataset\training_data\images\0001118259.png,369,809,415,823,answer
C:\interview\dataset\training_data\images\0001118259.png,369,838,415,852,answer
C:\interview\dataset\training_data\images\0001123541.png,10,166,48,179,question
C:\interview\dataset\training_data\images\0001123541.png,144,165,224,179,question
C:\interview\dataset\training_data\images\0001123541.png,455,208,486,221,question
C:\interview\dataset\training_data\images\0001123541.png,503,205,560,222,answer
C:\interview\dataset\training_data\images\0001123541.png,24,32,91,102,other
C:\interview\dataset\training_data\images\0001123541.png,589,32,664,102,other
C:\interview\dataset\training_data\images\0001123541.png,216,648,289,661,header
C:\interview\dataset\training_data\images\0001123541.png,493,647,524,661,question
C:\interview\dataset\training_data\images\0001123541.png,633,771,655,893,other
C:\interview\dataset\training_data\images\0001123541.png,120,45,567,94,header
C:\interview\dataset\training_data\images\0001123541.png,124,94,563,109,other
C:\interview\dataset\training_data\images\0001123541.png,228,119,458,137,header
C:\interview\dataset\training_data\images\0001123541.png,497,149,628,163,header
C:\interview\dataset\training_data\images\0001123541.png,53,165,146,179,answer
C:\interview\dataset\training_data\images\0001123541.png,250,163,329,180,answer
C:\interview\dataset\training_data\images\0001123541.png,144,191,260,207,answer
C:\interview\dataset\training_data\images\0001123541.png,147,219,225,235,answer
C:\interview\dataset\training_data\images\0001123541.png,11,194,102,207,question
C:\interview\dataset\training_data\images\0001123541.png,11,223,123,234,question
C:\interview\dataset\training_data\images\0001123541.png,455,179,528,192,question
C:\interview\dataset\training_data\images\0001123541.png,454,193,529,206,question
C:\interview\dataset\training_data\images\0001123541.png,454,221,548,235,question
C:\interview\dataset\training_data\images\0001123541.png,455,236,562,250,question
C:\interview\dataset\training_data\images\0001123541.png,546,168,616,197,answer
C:\interview\dataset\training_data\images\0001123541.png,541,190,627,210,answer
C:\interview\dataset\training_data\images\0001123541.png,11,278,358,295,question
C:\interview\dataset\training_data\images\0001123541.png,32,306,684,430,answer
C:\interview\dataset\training_data\images\0001123541.png,11,476,301,491,question
C:\interview\dataset\training_data\images\0001123541.png,32,500,362,519,answer
C:\interview\dataset\training_data\images\0001123541.png,31,528,259,546,answer
C:\interview\dataset\training_data\images\0001123541.png,32,549,654,601,answer
C:\interview\dataset\training_data\images\0001123541.png,11,591,145,605,question
C:\interview\dataset\training_data\images\0001123541.png,152,591,261,606,answer
C:\interview\dataset\training_data\images\0001123541.png,11,647,99,662,question
C:\interview\dataset\training_data\images\0001123541.png,304,644,346,664,question
C:\interview\dataset\training_data\images\0001123541.png,362,644,397,664,question
C:\interview\dataset\training_data\images\0001123541.png,409,642,480,663,question
C:\interview\dataset\training_data\images\0001123541.png,54,874,222,891,question
C:\interview\dataset\training_data\images\0001123541.png,420,874,526,888,question
C:\interview\dataset\training_data\images\0001123541.png,263,876,416,903,question
C:\interview\dataset\training_data\images\0001129658.png,96,177,118,192,question
C:\interview\dataset\training_data\images\0001129658.png,75,337,116,351,question
C:\interview\dataset\training_data\images\0001129658.png,75,286,117,301,question
C:\interview\dataset\training_data\images\0001129658.png,457,288,544,305,question
C:\interview\dataset\training_data\images\0001129658.png,106,404,176,418,question
C:\interview\dataset\training_data\images\0001129658.png,235,402,298,419,question
C:\interview\dataset\training_data\images\0001129658.png,398,404,425,418,question
C:\interview\dataset\training_data\images\0001129658.png,426,405,451,418,question
C:\interview\dataset\training_data\images\0001129658.png,77,532,147,546,question
C:\interview\dataset\training_data\images\0001129658.png,538,934,562,952,question
C:\interview\dataset\training_data\images\0001129658.png,258,936,299,953,question
